,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,71.849998,72.279999,68.41999799999999,68.91999799999999,65.548676,3265300.0
1,2016-01-08,68.980003,70.489998,64.599998,65.559998,62.353035,7715900.0
2,2016-01-15,64.019997,68.629997,63.580002,66.989998,63.71309300000001,7937400.0
3,2016-01-22,67.68,72.290001,67.470001,70.25,66.813614,7345900.0
4,2016-01-29,70.25,75.18,70.25,75.019997,71.35028100000001,5934600.0
5,2016-02-05,74.639999,76.410004,71.540001,72.970001,69.400581,5414200.0
6,2016-02-12,73.839996,77.610001,73.769997,77.360001,73.791954,4422200.0
7,2016-02-19,76.83000200000001,78.809998,74.459999,77.150002,73.59162099999999,4114000.0
8,2016-02-26,77.5,78.720001,76.290001,78.519997,74.898438,3713900.0
9,2016-03-04,78.650002,81.260002,77.709999,80.970001,77.235435,4616400.0
10,2016-03-11,81.339996,84.610001,80.07,84.459999,80.564476,4902000.0
11,2016-03-18,84.660004,86.940002,83.589996,86.010002,82.04298399999999,4586000.0
12,2016-03-25,86.019997,86.059998,81.449997,84.239998,80.354614,3251600.0
13,2016-04-01,83.639999,85.260002,81.0,82.709999,78.895195,3234300.0
14,2016-04-08,83.360001,86.849998,82.75,85.620003,81.670967,3452700.0
15,2016-04-15,85.339996,89.43,82.550003,85.91999799999999,81.957123,6346700.0
16,2016-04-22,85.91999799999999,87.239998,84.400002,84.690002,80.783875,3223700.0
17,2016-04-29,84.040001,84.400002,81.230003,82.18,78.389626,4247000.0
18,2016-05-06,81.980003,85.690002,81.120003,82.779999,79.17021899999999,3540000.0
19,2016-05-13,82.32,82.779999,79.190002,80.08000200000001,76.587967,4098100.0
20,2016-05-20,80.519997,81.900002,79.91999799999999,81.349998,77.802589,2757200.0
21,2016-05-27,81.629997,82.91999799999999,80.440002,81.900002,78.32860600000001,1796800.0
22,2016-06-03,81.68,83.800003,80.139999,81.730003,78.16600799999999,2666300.0
23,2016-06-10,80.58000200000001,81.639999,78.139999,79.33000200000001,75.87068199999999,3675800.0
24,2016-06-17,79.370003,81.68,77.449997,80.75,77.228737,3520900.0
25,2016-06-24,78.059998,80.93,75.709999,80.93,77.400879,4463700.0
26,2016-07-01,80.91999799999999,82.91999799999999,79.349998,82.440002,78.845047,2958500.0
27,2016-07-08,82.980003,86.589996,82.699997,85.309998,81.589905,3607900.0
28,2016-07-15,85.639999,85.650002,80.190002,81.449997,77.898209,7524100.0
29,2016-07-22,81.639999,84.410004,81.529999,83.16999799999999,79.543213,3713600.0
30,2016-07-29,82.82,83.639999,81.0,81.300003,77.754768,3063500.0
31,2016-08-05,81.739998,82.660004,81.25,82.18,78.809174,3466000.0
32,2016-08-12,82.209999,83.150002,81.769997,82.379997,79.000977,3631700.0
33,2016-08-19,82.199997,83.75,81.239998,81.379997,78.042,2963000.0
34,2016-08-26,81.32,81.760002,79.07,80.629997,77.322762,3813000.0
35,2016-09-02,80.949997,81.57,79.839996,80.360001,77.063843,2991900.0
36,2016-09-09,79.989998,82.019997,77.519997,81.540001,78.195427,5164700.0
37,2016-09-16,81.150002,82.029999,79.150002,79.559998,76.296646,4168100.0
38,2016-09-23,79.559998,81.029999,78.0,80.400002,77.10219599999999,6085700.0
39,2016-09-30,80.730003,81.809998,80.43,81.389999,78.051575,2939600.0
