,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,41.349998,42.119999,39.27,39.439999,38.000282,3221900.0
1,2016-01-08,39.599998,39.950001,37.59,38.380001,36.978972999999996,5895900.0
2,2016-01-15,37.130001,38.200001,35.200001,36.619999,35.283218,5606200.0
3,2016-01-22,37.41,38.41,36.540001000000004,37.720001,36.343071,5479100.0
4,2016-01-29,37.82,39.23,36.189999,37.400002,36.03476,9084600.0
5,2016-02-05,37.259997999999996,37.970001,34.759997999999996,35.060001,33.780178,6629200.0
6,2016-02-12,35.369999,38.84,34.950001,38.0,36.612846000000005,3901600.0
7,2016-02-19,37.43,39.189999,36.689999,38.470001,37.065697,3465000.0
8,2016-02-26,38.860001000000004,40.700001,38.259997999999996,40.580002,39.098667,3229900.0
9,2016-03-04,40.700001,41.919998,39.880001,40.599998,39.117934999999996,4260700.0
10,2016-03-11,40.919998,43.98,40.860001000000004,43.860001000000004,42.258942,4138000.0
11,2016-03-18,43.98,44.77,42.919998,43.27,41.690464,3280500.0
12,2016-03-25,43.5,43.990002000000004,42.529999,43.549999,41.960255,2561200.0
13,2016-04-01,43.080002,43.77,40.93,40.990002000000004,39.493702,5323400.0
14,2016-04-08,41.490002000000004,43.099998,41.029999,42.380001,40.832954,3537200.0
15,2016-04-15,42.23,43.669998,41.77,43.380001,41.796463,2523600.0
16,2016-04-22,43.529999,45.299999,43.34,44.5,42.875572,2752900.0
17,2016-04-29,44.389998999999996,46.619999,43.93,46.59,44.889282,6089300.0
18,2016-05-06,46.549999,50.720001,46.380001,49.810001,47.991741,9334000.0
19,2016-05-13,49.810001,50.380001,48.34,48.919998,47.134212,6937600.0
20,2016-05-20,49.360001000000004,50.389998999999996,48.41,50.02,48.194069,5408200.0
21,2016-05-27,49.91,51.060001,49.700001,50.779999,48.926323,3759500.0
22,2016-06-03,51.07,52.990002000000004,50.490002000000004,52.509997999999996,50.593166,4340100.0
23,2016-06-10,51.93,52.110001000000004,50.18,50.970001,49.109390000000005,3683100.0
24,2016-06-17,51.0,53.330002,50.810001,53.099998,51.161636,3652300.0
25,2016-06-24,49.959998999999996,51.450001,47.139998999999996,49.810001,47.991741,6440200.0
26,2016-07-01,49.900002,50.580002,48.130001,49.970001,48.145901,3600500.0
27,2016-07-08,50.389998999999996,53.740002000000004,50.299999,52.84,50.911128999999995,3874300.0
28,2016-07-15,52.900002,53.990002000000004,52.049999,53.349998,51.402515,3106300.0
29,2016-07-22,53.259997999999996,54.540001000000004,52.66,54.080002,52.105865,2928400.0
30,2016-07-29,54.029999,54.029999,52.5,53.009997999999996,51.074921,3241100.0
31,2016-08-05,53.259997999999996,55.889998999999996,53.25,54.41,52.423817,6218100.0
32,2016-08-12,54.220001,54.529999,53.07,53.970001,51.999878,3407800.0
33,2016-08-19,53.830002,54.810001,53.130001,54.349998,52.366001000000004,2916400.0
